Variable	Table	SourceTermID	SourceTerm	MappedTermLabel	MappedTermCURIE	MappedTermIRI	MappingScore	Ontology
SMQ851	P_SMQRTU	SMQ851-P_SMQRTU	smokeless tobacco last 5 days?	Smokeless Tobacco Exposure	NCIT:C189768	http://purl.obolibrary.org/obo/NCIT_C189768	0.883	NCIT
SMQ851	SMQRTU_H	SMQ851-SMQRTU_H	smokeless tobacco last 5 days?	Smokeless Tobacco Exposure	NCIT:C189768	http://purl.obolibrary.org/obo/NCIT_C189768	0.883	NCIT
SMQ851	SMQRTU_I	SMQ851-SMQRTU_I	smokeless tobacco last 5 days?	Smokeless Tobacco Exposure	NCIT:C189768	http://purl.obolibrary.org/obo/NCIT_C189768	0.883	NCIT
SMQ851	SMQRTU_J	SMQ851-SMQRTU_J	smokeless tobacco last 5 days?	Smokeless Tobacco Exposure	NCIT:C189768	http://purl.obolibrary.org/obo/NCIT_C189768	0.883	NCIT
SMQ863	P_SMQRTU	SMQ863-P_SMQRTU	nicotine replacement last 5 days?	Nicotine Replacement	NCIT:C15710	http://purl.obolibrary.org/obo/NCIT_C15710	0.871	NCIT
SMQ863	SMQRTU_H	SMQ863-SMQRTU_H	nicotine replacement last 5 days?	Nicotine Replacement	NCIT:C15710	http://purl.obolibrary.org/obo/NCIT_C15710	0.871	NCIT
SMQ863	SMQRTU_I	SMQ863-SMQRTU_I	nicotine replacement last 5 days?	Nicotine Replacement	NCIT:C15710	http://purl.obolibrary.org/obo/NCIT_C15710	0.871	NCIT
SMQ863	SMQRTU_J	SMQ863-SMQRTU_J	nicotine replacement last 5 days?	Nicotine Replacement	NCIT:C15710	http://purl.obolibrary.org/obo/NCIT_C15710	0.871	NCIT
SMQ900	SMQ_I	SMQ900-SMQ_I	Ever used an e-cigarette	Cigarette Dosage Form	NCIT:C42678	http://purl.obolibrary.org/obo/NCIT_C42678	0.713	NCIT
SMQ900	SMQ_J	SMQ900-SMQ_J	Ever used an e-cigarette	Cigarette Dosage Form	NCIT:C42678	http://purl.obolibrary.org/obo/NCIT_C42678	0.713	NCIT
SMQ910	SMQ_I	SMQ910-SMQ_I	Ever used smokeless tobacco	Smokeless Tobacco Use	NCIT:C137998	http://purl.obolibrary.org/obo/NCIT_C137998	0.904	NCIT
SMQ910	SMQ_J	SMQ910-SMQ_J	Ever used smokeless tobacco	Smokeless Tobacco Use	NCIT:C137998	http://purl.obolibrary.org/obo/NCIT_C137998	0.904	NCIT
SMQ915	SMQ_I	SMQ915-SMQ_I	How many days used smokeless tobacco	Smokeless Tobacco Use	NCIT:C137998	http://purl.obolibrary.org/obo/NCIT_C137998	0.81	NCIT
SMQ915	SMQ_J	SMQ915-SMQ_J	How many days used smokeless tobacco	Smokeless Tobacco Use	NCIT:C137998	http://purl.obolibrary.org/obo/NCIT_C137998	0.81	NCIT
SMQ925	SMQ_I	SMQ925-SMQ_I	Ever smoked a cigarette even 1 time	Smoked a Cigarette Every Day	NCIT:C127032	http://purl.obolibrary.org/obo/NCIT_C127032	0.787	NCIT
SMQ930	SMQ_I	SMQ930-SMQ_I	Age smoked first cigarette	Age When First Smoked a Cigarette	NCIT:C127060	http://purl.obolibrary.org/obo/NCIT_C127060	0.906	NCIT
SMQ935	SMQ_I	SMQ935-SMQ_I	Do you now smoke cigarettes	Amount of Cigarette Smoked	NCIT:C180626	http://purl.obolibrary.org/obo/NCIT_C180626	0.786	NCIT
SPAACC	SPXRAW_E	SPAACC-SPXRAW_E	Acceptable Maneuver	Acceptable	NCIT:C63350	http://purl.obolibrary.org/obo/NCIT_C63350	0.723	NCIT
SPAACC	SPXRAW_F	SPAACC-SPXRAW_F	Acceptable Maneuver	Acceptable	NCIT:C63350	http://purl.obolibrary.org/obo/NCIT_C63350	0.723	NCIT
SPAACC	SPXRAW_G	SPAACC-SPXRAW_G	Acceptable Maneuver	Acceptable	NCIT:C63350	http://purl.obolibrary.org/obo/NCIT_C63350	0.723	NCIT
SPAENA	SPX_E	SPAENA-SPX_E	Check item	Entity	NCIT:C51070	http://purl.obolibrary.org/obo/NCIT_C51070	0.731	NCIT
SPAENA	SPX_F	SPAENA-SPX_F	Check item	Entity	NCIT:C51070	http://purl.obolibrary.org/obo/NCIT_C51070	0.731	NCIT
SPAENA	SPX_G	SPAENA-SPX_G	Check item	Entity	NCIT:C51070	http://purl.obolibrary.org/obo/NCIT_C51070	0.731	NCIT
SPAQEFF	SPXRAW_E	SPAQEFF-SPXRAW_E	Examinee Effort	Effort	NCIT:C74530	http://purl.obolibrary.org/obo/NCIT_C74530	0.743	NCIT
SPAQEFF	SPXRAW_F	SPAQEFF-SPXRAW_F	Examinee Effort	Effort	NCIT:C74530	http://purl.obolibrary.org/obo/NCIT_C74530	0.743	NCIT
SPAQEFF	SPXRAW_G	SPAQEFF-SPXRAW_G	Examinee Effort	Effort	NCIT:C74530	http://purl.obolibrary.org/obo/NCIT_C74530	0.743	NCIT
SPATTYPE	SPXRAW_E	SPATTYPE-SPXRAW_E	Pre or Post Bronchodilator Test	Bronchodilator	NCIT:C319	http://purl.obolibrary.org/obo/NCIT_C319	0.837	NCIT
SPATTYPE	SPXRAW_F	SPATTYPE-SPXRAW_F	Pre or Post Bronchodilator Test	Bronchodilator	NCIT:C319	http://purl.obolibrary.org/obo/NCIT_C319	0.837	NCIT
SPATTYPE	SPXRAW_G	SPATTYPE-SPXRAW_G	Pre or Post Bronchodilator Test	Bronchodilator	NCIT:C319	http://purl.obolibrary.org/obo/NCIT_C319	0.837	NCIT
SPDBRONC	SPX_E	SPDBRONC-SPX_E	Selected for Bronchodilator	Bronchodilator	NCIT:C319	http://purl.obolibrary.org/obo/NCIT_C319	0.838	NCIT
SPDBRONC	SPX_F	SPDBRONC-SPX_F	Selected for Bronchodilator	Bronchodilator	NCIT:C319	http://purl.obolibrary.org/obo/NCIT_C319	0.838	NCIT
SPDBRONC	SPX_G	SPDBRONC-SPX_G	Selected for Bronchodilator	Bronchodilator	NCIT:C319	http://purl.obolibrary.org/obo/NCIT_C319	0.838	NCIT
SPQ030	SPX_E	SPQ030-SPX_E	Eye surgery in the last 3 months	ophthalmic procedure	EFO:0010722	http://www.ebi.ac.uk/efo/EFO_0010722	0.756	EFO
SPQ030	SPX_F	SPQ030-SPX_F	Eye surgery in the last 3 months	ophthalmic procedure	EFO:0010722	http://www.ebi.ac.uk/efo/EFO_0010722	0.756	EFO
SPQ030	SPX_G	SPQ030-SPX_G	Eye surgery in the last 3 months	ophthalmic procedure	EFO:0010722	http://www.ebi.ac.uk/efo/EFO_0010722	0.756	EFO
SPQ040	SPX_E	SPQ040-SPX_E	open chest/abdominal surgery?	Abdominal Surgery Patient	NCIT:C162534	http://purl.obolibrary.org/obo/NCIT_C162534	0.716	NCIT
SPQ040	SPX_F	SPQ040-SPX_F	open chest/abdominal surgery?	Abdominal Surgery Patient	NCIT:C162534	http://purl.obolibrary.org/obo/NCIT_C162534	0.716	NCIT
SPQ040	SPX_G	SPQ040-SPX_G	open chest/abdominal surgery?	Abdominal Surgery Patient	NCIT:C162534	http://purl.obolibrary.org/obo/NCIT_C162534	0.716	NCIT
SPQ060	SPX_E	SPQ060-SPX_E	Tuberculosis in last year	Tuberculosis	NCIT:C3423	http://purl.obolibrary.org/obo/NCIT_C3423	0.887	NCIT
SPQ060	SPX_F	SPQ060-SPX_F	Tuberculosis in last year	Tuberculosis	NCIT:C3423	http://purl.obolibrary.org/obo/NCIT_C3423	0.887	NCIT
SPQ060	SPX_G	SPQ060-SPX_G	Tuberculosis in last year	Tuberculosis	NCIT:C3423	http://purl.obolibrary.org/obo/NCIT_C3423	0.887	NCIT
SPQ070A	SPX_E	SPQ070A-SPX_E	an aneurysm?	Aneurysm	NCIT:C26693	http://purl.obolibrary.org/obo/NCIT_C26693	0.936	NCIT
SPQ070A	SPX_F	SPQ070A-SPX_F	an aneurysm?	Aneurysm	NCIT:C26693	http://purl.obolibrary.org/obo/NCIT_C26693	0.936	NCIT
SPQ070A	SPX_G	SPQ070A-SPX_G	an aneurysm?	Aneurysm	NCIT:C26693	http://purl.obolibrary.org/obo/NCIT_C26693	0.936	NCIT
SPQ070B	SPX_E	SPQ070B-SPX_E	a collapsed lung?	Collapsed Lung	NCIT:C128384	http://purl.obolibrary.org/obo/NCIT_C128384	0.969	NCIT
SPQ070B	SPX_F	SPQ070B-SPX_F	a collapsed lung?	Collapsed Lung	NCIT:C128384	http://purl.obolibrary.org/obo/NCIT_C128384	0.969	NCIT
SPQ070B	SPX_G	SPQ070B-SPX_G	a collapsed lung?	Collapsed Lung	NCIT:C128384	http://purl.obolibrary.org/obo/NCIT_C128384	0.969	NCIT
SPQ070C	SPX_E	SPQ070C-SPX_E	a detached retina?	retinal detachment	EFO:0005773	http://www.ebi.ac.uk/efo/EFO_0005773	0.963	EFO
SPQ070C	SPX_F	SPQ070C-SPX_F	a detached retina?	retinal detachment	EFO:0005773	http://www.ebi.ac.uk/efo/EFO_0005773	0.963	EFO
SPQ070C	SPX_G	SPQ070C-SPX_G	a detached retina?	retinal detachment	EFO:0005773	http://www.ebi.ac.uk/efo/EFO_0005773	0.963	EFO
SPQ070D	SPX_E	SPQ070D-SPX_E	a stroke?	stroke	EFO:0000712	http://www.ebi.ac.uk/efo/EFO_0000712	0.929	EFO
SPQ070D	SPX_F	SPQ070D-SPX_F	a stroke?	stroke	EFO:0000712	http://www.ebi.ac.uk/efo/EFO_0000712	0.929	EFO
SPQ070D	SPX_G	SPQ070D-SPX_G	a stroke?	stroke	EFO:0000712	http://www.ebi.ac.uk/efo/EFO_0000712	0.929	EFO
SPQ070E	SPX_E	SPQ070E-SPX_E	a heart attack?	Myocardial Infarction	NCIT:C27996	http://purl.obolibrary.org/obo/NCIT_C27996	0.945	NCIT
SPQ070E	SPX_F	SPQ070E-SPX_F	a heart attack?	Myocardial Infarction	NCIT:C27996	http://purl.obolibrary.org/obo/NCIT_C27996	0.945	NCIT
SPQ070E	SPX_G	SPQ070E-SPX_G	a heart attack?	Myocardial Infarction	NCIT:C27996	http://purl.obolibrary.org/obo/NCIT_C27996	0.945	NCIT
SPQ080	SPX_E	SPQ080-SPX_E	Stroke in the last 3 months	Past 3 Months	NCIT:C125104	http://purl.obolibrary.org/obo/NCIT_C125104	0.736	NCIT
SPQ080	SPX_F	SPQ080-SPX_F	Stroke in the last 3 months	Past 3 Months	NCIT:C125104	http://purl.obolibrary.org/obo/NCIT_C125104	0.736	NCIT
SPQ080	SPX_G	SPQ080-SPX_G	Stroke in the last 3 months	Past 3 Months	NCIT:C125104	http://purl.obolibrary.org/obo/NCIT_C125104	0.736	NCIT
SPQ090	SPX_E	SPQ090-SPX_E	Heart attack in last 3 months	Myocardial Infarction	NCIT:C27996	http://purl.obolibrary.org/obo/NCIT_C27996	0.723	NCIT
SPQ090	SPX_F	SPQ090-SPX_F	Heart attack in last 3 months	Myocardial Infarction	NCIT:C27996	http://purl.obolibrary.org/obo/NCIT_C27996	0.723	NCIT
SPQ090	SPX_G	SPQ090-SPX_G	Heart attack in last 3 months	Myocardial Infarction	NCIT:C27996	http://purl.obolibrary.org/obo/NCIT_C27996	0.723	NCIT
SPXBCMT	SPX_E	SPXBCMT-SPX_E	Spirometry Second Test	Spirometry	NCIT:C85397	http://purl.obolibrary.org/obo/NCIT_C85397	0.736	NCIT
SPXBCMT	SPX_F	SPXBCMT-SPX_F	Spirometry Second Test	Spirometry	NCIT:C85397	http://purl.obolibrary.org/obo/NCIT_C85397	0.736	NCIT
SPXBCMT	SPX_G	SPXBCMT-SPX_G	Spirometry Second Test	Spirometry	NCIT:C85397	http://purl.obolibrary.org/obo/NCIT_C85397	0.736	NCIT
SPXBFET	SPX_E	SPXBFET-SPX_E	2nd Test Forced Expiratory Time (s)	Forced Expiratory Time	NCIT:C201471	http://purl.obolibrary.org/obo/NCIT_C201471	0.895	NCIT
SPXBFET	SPX_F	SPXBFET-SPX_F	2nd Test Forced Expiratory Time (s)	Forced Expiratory Time	NCIT:C201471	http://purl.obolibrary.org/obo/NCIT_C201471	0.895	NCIT
SPXBFET	SPX_G	SPXBFET-SPX_G	2nd Test Forced Expiratory Time (s)	Forced Expiratory Time	NCIT:C201471	http://purl.obolibrary.org/obo/NCIT_C201471	0.895	NCIT
SPXBFVC	SPX_E	SPXBFVC-SPX_E	2nd Test FVC (mL)	vital capacity	EFO:0004312	http://www.ebi.ac.uk/efo/EFO_0004312	0.752	EFO
SPXBFVC	SPX_F	SPXBFVC-SPX_F	2nd Test FVC (mL)	vital capacity	EFO:0004312	http://www.ebi.ac.uk/efo/EFO_0004312	0.752	EFO
SPXBFVC	SPX_G	SPXBFVC-SPX_G	2nd Test FVC (mL)	vital capacity	EFO:0004312	http://www.ebi.ac.uk/efo/EFO_0004312	0.752	EFO
SPXNCMT	SPX_E	SPXNCMT-SPX_E	Spirometry First Test	Spirometry	NCIT:C85397	http://purl.obolibrary.org/obo/NCIT_C85397	0.747	NCIT
SPXNCMT	SPX_F	SPXNCMT-SPX_F	Spirometry First Test	Spirometry	NCIT:C85397	http://purl.obolibrary.org/obo/NCIT_C85397	0.747	NCIT
SPXNCMT	SPX_G	SPXNCMT-SPX_G	Spirometry First Test	Spirometry	NCIT:C85397	http://purl.obolibrary.org/obo/NCIT_C85397	0.747	NCIT
SPXNFET	SPX_E	SPXNFET-SPX_E	Baseline Forced Expiratory Time (s)	Forced Expiratory Time	NCIT:C201471	http://purl.obolibrary.org/obo/NCIT_C201471	0.867	NCIT
SPXNFET	SPX_F	SPXNFET-SPX_F	Baseline Forced Expiratory Time (s)	Forced Expiratory Time	NCIT:C201471	http://purl.obolibrary.org/obo/NCIT_C201471	0.867	NCIT
SPXNFET	SPX_G	SPXNFET-SPX_G	Baseline Forced Expiratory Time (s)	Forced Expiratory Time	NCIT:C201471	http://purl.obolibrary.org/obo/NCIT_C201471	0.867	NCIT
SPXNFEV1	SPX_E	SPXNFEV1-SPX_E	Baseline FEV 1 (mL)	Baseline Epoch	NCIT:C125938	http://purl.obolibrary.org/obo/NCIT_C125938	0.705	NCIT
SPXNFEV1	SPX_F	SPXNFEV1-SPX_F	Baseline FEV 1 (mL)	Baseline Epoch	NCIT:C125938	http://purl.obolibrary.org/obo/NCIT_C125938	0.705	NCIT
SPXNFEV1	SPX_G	SPXNFEV1-SPX_G	Baseline FEV 1 (mL)	Baseline Epoch	NCIT:C125938	http://purl.obolibrary.org/obo/NCIT_C125938	0.705	NCIT
SPXNFVC	SPX_E	SPXNFVC-SPX_E	Baseline FVC (mL)	vital capacity	EFO:0004312	http://www.ebi.ac.uk/efo/EFO_0004312	0.708	EFO
SPXNFVC	SPX_F	SPXNFVC-SPX_F	Baseline FVC (mL)	vital capacity	EFO:0004312	http://www.ebi.ac.uk/efo/EFO_0004312	0.708	EFO
SPXNFVC	SPX_G	SPXNFVC-SPX_G	Baseline FVC (mL)	vital capacity	EFO:0004312	http://www.ebi.ac.uk/efo/EFO_0004312	0.708	EFO
SPXNPEF	SPX_E	SPXNPEF-SPX_E	Baseline PEF (mL/s)	Baseline Epoch	NCIT:C125938	http://purl.obolibrary.org/obo/NCIT_C125938	0.717	NCIT
SPXNPEF	SPX_F	SPXNPEF-SPX_F	Baseline PEF (mL/s)	Baseline Epoch	NCIT:C125938	http://purl.obolibrary.org/obo/NCIT_C125938	0.717	NCIT
SPXNPEF	SPX_G	SPXNPEF-SPX_G	Baseline PEF (mL/s)	Baseline Epoch	NCIT:C125938	http://purl.obolibrary.org/obo/NCIT_C125938	0.717	NCIT
SS066	SSPCB_B	SS066-SSPCB_B	PCB66	CB66	EFO:0004073	http://www.ebi.ac.uk/efo/EFO_0004073	0.829	EFO
SS128	SSPCB_B	SS128-SSPCB_B	PCB128	CB128	EFO:0004046	http://www.ebi.ac.uk/efo/EFO_0004046	0.808	EFO
SS160	SSANA_A	SS160-SSANA_A	1:160 dilution	Dilute	NCIT:C64657	http://purl.obolibrary.org/obo/NCIT_C64657	0.787	NCIT
SS320	SSANA_A	SS320-SSANA_A	1:320 dilution	Dilute	NCIT:C64657	http://purl.obolibrary.org/obo/NCIT_C64657	0.756	NCIT
SS3ADLG	SSCHL_A	SS3ADLG-SSCHL_A	androstanedione glucuronide (ng/mL)	Androsterone Glucuronide	NCIT:C120007	http://purl.obolibrary.org/obo/NCIT_C120007	0.781	NCIT
SS3ADLG	SSCHL_B	SS3ADLG-SSCHL_B	androstanedione glucuronide (ng/mL)	Androsterone Glucuronide	NCIT:C120007	http://purl.obolibrary.org/obo/NCIT_C120007	0.781	NCIT
SS3ADLG	SSCHL_C	SS3ADLG-SSCHL_C	androstanedione glucuronide (ng/mL)	Androsterone Glucuronide	NCIT:C120007	http://purl.obolibrary.org/obo/NCIT_C120007	0.781	NCIT
SS640	SSANA_A	SS640-SSANA_A	1:640 dilution	Dilute	NCIT:C64657	http://purl.obolibrary.org/obo/NCIT_C64657	0.748	NCIT
SS80	SSANA_A	SS80-SSANA_A	1:80 dilution	Dilute	NCIT:C64657	http://purl.obolibrary.org/obo/NCIT_C64657	0.846	NCIT
SSA1	SSOL_A	SSA1-SSOL_A	Alpha1	Alpha1 Significance	NCIT:C67050	http://purl.obolibrary.org/obo/NCIT_C67050	0.991	NCIT
SSA1	SSOL_B	SSA1-SSOL_B	Alpha1	Alpha1 Significance	NCIT:C67050	http://purl.obolibrary.org/obo/NCIT_C67050	0.991	NCIT
SSA1	SSOL_C	SSA1-SSOL_C	Alpha1	Alpha1 Significance	NCIT:C67050	http://purl.obolibrary.org/obo/NCIT_C67050	0.991	NCIT
SSA2	SSOL_A	SSA2-SSOL_A	Alpha2	Alpha2 Significance	NCIT:C67051	http://purl.obolibrary.org/obo/NCIT_C67051	0.993	NCIT
SSA2	SSOL_B	SSA2-SSOL_B	Alpha2	Alpha2 Significance	NCIT:C67051	http://purl.obolibrary.org/obo/NCIT_C67051	0.993	NCIT
SSA2	SSOL_C	SSA2-SSOL_C	Alpha2	Alpha2 Significance	NCIT:C67051	http://purl.obolibrary.org/obo/NCIT_C67051	0.993	NCIT
SSAFB	SSAFB_A	SSAFB-SSAFB_A	Aflatoxin B1-lysine result (ng/mL)	Aflatoxin B1	NCIT:C1315	http://purl.obolibrary.org/obo/NCIT_C1315	0.732	NCIT
SSAFBLC	SSAFB_A	SSAFBLC-SSAFB_A	Aflatoxin B1-lysine result	Aflatoxin B1	NCIT:C1315	http://purl.obolibrary.org/obo/NCIT_C1315	0.76	NCIT
SSAGP	SSAGP_I	SSAGP-SSAGP_I	Alpha-1-Acid Glycoprotein (g/L)	Alpha-1-Acid Glycoprotein 1	NCIT:C126967	http://purl.obolibrary.org/obo/NCIT_C126967	0.82	NCIT
SSAG_R	SSOL_A	SSAG_R-SSOL_A	Albumin/Gamma	Albumin	NCIT:C214	http://purl.obolibrary.org/obo/NCIT_C214	0.723	NCIT
SSAG_R	SSOL_B	SSAG_R-SSOL_B	Albumin/Gamma	Albumin	NCIT:C214	http://purl.obolibrary.org/obo/NCIT_C214	0.723	NCIT
SSAG_R	SSOL_C	SSAG_R-SSOL_C	Albumin/Gamma	Albumin	NCIT:C214	http://purl.obolibrary.org/obo/NCIT_C214	0.723	NCIT
SSAHCV1	SSHCV_E	SSAHCV1-SSHCV_E	Interpretation of first test	Interpretation of Laboratory Test	NCIT:C178948	http://purl.obolibrary.org/obo/NCIT_C178948	0.781	NCIT
SSAHCV2	SSHCV_E	SSAHCV2-SSHCV_E	Interpretation of second test	Interpretation of Laboratory Test	NCIT:C178948	http://purl.obolibrary.org/obo/NCIT_C178948	0.772	NCIT
SSAHCV3	SSHCV_E	SSAHCV3-SSHCV_E	Interpretation of third test	Interpretation of Laboratory Test	NCIT:C178948	http://purl.obolibrary.org/obo/NCIT_C178948	0.73	NCIT
SSAHCVI	SSHCV_E	SSAHCVI-SSHCV_E	Interpretation of initial test	Interpretation of Laboratory Test	NCIT:C178948	http://purl.obolibrary.org/obo/NCIT_C178948	0.758	NCIT
SSALB	SSOL_A	SSALB-SSOL_A	Albumin	Albumin Measurement	NCIT:C64431	http://purl.obolibrary.org/obo/NCIT_C64431	0.996	NCIT
SSALB	SSOL_B	SSALB-SSOL_B	Albumin	Albumin Measurement	NCIT:C64431	http://purl.obolibrary.org/obo/NCIT_C64431	0.996	NCIT
SSALB	SSOL_C	SSALB-SSOL_C	Albumin	Albumin Measurement	NCIT:C64431	http://purl.obolibrary.org/obo/NCIT_C64431	0.996	NCIT
SSALB	SSCARD_A	SSALB-SSCARD_A	Albumin g/dL	Albumin	NCIT:C214	http://purl.obolibrary.org/obo/NCIT_C214	0.889	NCIT
SSALBL	SSCARD_A	SSALBL-SSCARD_A	Albumin	Albumin Measurement	NCIT:C64431	http://purl.obolibrary.org/obo/NCIT_C64431	0.996	NCIT
SSAMH	SSAMH_A	SSAMH-SSAMH_A	Anti-Mullerian Hormone (ng/ml)	Anti-Mullerian Hormone Measurement	NCIT:C120625	http://purl.obolibrary.org/obo/NCIT_C120625	0.742	NCIT
SSAMH	SSAMH_B	SSAMH-SSAMH_B	Anti-Mullerian Hormone (ng/ml)	Anti-Mullerian Hormone Measurement	NCIT:C120625	http://purl.obolibrary.org/obo/NCIT_C120625	0.742	NCIT
SSAMH	SSAMH_C	SSAMH-SSAMH_C	Anti-Mullerian Hormone (ng/ml)	Anti-Mullerian Hormone Measurement	NCIT:C120625	http://purl.obolibrary.org/obo/NCIT_C120625	0.742	NCIT
SSAR1_N	SSFA_C	SSAR1_N-SSFA_C	Arachidic acid (micromol/L)	Arachidic Acid	NCIT:C68321	http://purl.obolibrary.org/obo/NCIT_C68321	0.725	NCIT
SSARA_N	SSFA_C	SSARA_N-SSFA_C	Arachidonic acid (micromol/L)	Arachidonic Acid	NCIT:C282	http://purl.obolibrary.org/obo/NCIT_C282	0.77	NCIT
SSASCR3	SSHCV_E	SSASCR3-SSHCV_E	SCR for third test	Third	NCIT:C49464	http://purl.obolibrary.org/obo/NCIT_C49464	0.704	NCIT
SSATG	SSNH4THY	SSATG-SSNH4THY	Thyroglobulin antibody	Thyroglobulin Antibody Positive	NCIT:C175427	http://purl.obolibrary.org/obo/NCIT_C175427	0.886	NCIT
SSB2M	SSCARD_A	SSB2M-SSCARD_A	Beta 2 Microglobulin mg/L	Beta-2 Microglobulin Measurement	NCIT:C81980	http://purl.obolibrary.org/obo/NCIT_C81980	0.951	NCIT
SSB2ML	SSCARD_A	SSB2ML-SSCARD_A	Beta 2 Microglobulin	Beta-2 Microglobulin Measurement	NCIT:C81980	http://purl.obolibrary.org/obo/NCIT_C81980	0.988	NCIT
SSBCEP	SSFLRT_H	SSBCEP-SSFLRT_H	Bis(2-chloroethyl) phosphate (ug/L)	Triclofos	NCIT:C87206	http://purl.obolibrary.org/obo/NCIT_C87206	0.756	NCIT
SSBCEP	SSFR_G	SSBCEP-SSFR_G	Bis(2-chloroethyl) phosphate (ug/L)	Triclofos	NCIT:C87206	http://purl.obolibrary.org/obo/NCIT_C87206	0.756	NCIT
SSBCEP	SSFR_I	SSBCEP-SSFR_I	Bis(2-chloroethyl) phosphate (ug/L)	Triclofos	NCIT:C87206	http://purl.obolibrary.org/obo/NCIT_C87206	0.756	NCIT
SSBCEPL	SSFLRT_H	SSBCEPL-SSFLRT_H	Bis(2-chloroethyl) phosphate cmt code	Triclofos	NCIT:C87206	http://purl.obolibrary.org/obo/NCIT_C87206	0.704	NCIT
SSBETA	SSOL_A	SSBETA-SSOL_A	Beta	SARS Coronavirus 2 B.1.351	NCIT:C179575	http://purl.obolibrary.org/obo/NCIT_C179575	0.979	NCIT
SSBETA	SSOL_B	SSBETA-SSOL_B	Beta	SARS Coronavirus 2 B.1.351	NCIT:C179575	http://purl.obolibrary.org/obo/NCIT_C179575	0.979	NCIT
SSBETA	SSOL_C	SSBETA-SSOL_C	Beta	SARS Coronavirus 2 B.1.351	NCIT:C179575	http://purl.obolibrary.org/obo/NCIT_C179575	0.979	NCIT
SSBNP	SSBNP_A	SSBNP-SSBNP_A	NT-proBNP pg/ml	N-Terminal ProB-type Natriuretic Peptide Measurement	NCIT:C96610	http://purl.obolibrary.org/obo/NCIT_C96610	0.853	NCIT
SSBNPL	SSBNP_A	SSBNPL-SSBNP_A	NT-proBNP	N-Terminal ProB-type Natriuretic Peptide Measurement	NCIT:C96610	http://purl.obolibrary.org/obo/NCIT_C96610	0.936	NCIT
SSBR2	SSBFR_B	SSBR2-SSBFR_B	BDE28	PTHLH wt Allele	NCIT:C51522	http://purl.obolibrary.org/obo/NCIT_C51522	0.722	NCIT
SSBR4	SSBFR_B	SSBR4-SSBFR_B	PBDE86	Polybrominated Diphenyl Ether	NCIT:C125231	http://purl.obolibrary.org/obo/NCIT_C125231	0.728	NCIT
SSBR66	SSBFR_B	SSBR66-SSBFR_B	PBDE66	Polybrominated Diphenyl Ether	NCIT:C125231	http://purl.obolibrary.org/obo/NCIT_C125231	0.741	NCIT
SSBR7	SSBFR_B	SSBR7-SSBFR_B	PBDE153	Hexabrominated Diphenyl Ether 153	NCIT:C184300	http://purl.obolibrary.org/obo/NCIT_C184300	0.723	NCIT
SSCA125	SSCA_B	SSCA125-SSCA_B	Cancer antigen 125 (U/mL)	CA-125 Antigen	NCIT:C325	http://purl.obolibrary.org/obo/NCIT_C325	0.895	NCIT
SSCA125I	SSCGA_B	SSCA125I-SSCGA_B	Cancer antigen 125 IgG index	CA-125 Antigen	NCIT:C325	http://purl.obolibrary.org/obo/NCIT_C325	0.748	NCIT
SSCA153	SSCA_B	SSCA153-SSCA_B	Cancer antigen 15.3 (mU/mL)	CTAG1B wt Allele	NCIT:C54412	http://purl.obolibrary.org/obo/NCIT_C54412	0.717	NCIT
SSCAMIGA	SSSAL_D	SSCAMIGA-SSSAL_D	Campylobacter IgA	Campylobacter Measurement	NCIT:C189578	http://purl.obolibrary.org/obo/NCIT_C189578	0.874	NCIT
SSCAMIGG	SSSAL_D	SSCAMIGG-SSSAL_D	Campylobacter IgG	Campylobacter Measurement	NCIT:C189578	http://purl.obolibrary.org/obo/NCIT_C189578	0.873	NCIT
SSCAMIGM	SSSAL_D	SSCAMIGM-SSSAL_D	Campylobacter IgM	Campylobacter Measurement	NCIT:C189578	http://purl.obolibrary.org/obo/NCIT_C189578	0.897	NCIT
SSCL1Y	SSCLTY_I	SSCL1Y-SSCLTY_I	3-chlorotyrosine (Cl-Tyr) (ng/mL)	3-Chlorotyrosine	NCIT:C103150	http://purl.obolibrary.org/obo/NCIT_C103150	0.788	NCIT
SSCL1YL	SSCLTY_I	SSCL1YL-SSCLTY_I	3-chlorotyrosine (Cl-Tyr)	3-Chlorotyrosine	NCIT:C103150	http://purl.obolibrary.org/obo/NCIT_C103150	0.819	NCIT
SSCMIGGA	SSCMV_A	SSCMIGGA-SSCMV_A	Cytomegalovirus IgG Avidity	Cytomegalovirus Measurement	NCIT:C184672	http://purl.obolibrary.org/obo/NCIT_C184672	0.791	NCIT
SSCMIGGA	SSCMV_B	SSCMIGGA-SSCMV_B	Cytomegalovirus IgG Avidity	Cytomegalovirus Measurement	NCIT:C184672	http://purl.obolibrary.org/obo/NCIT_C184672	0.791	NCIT
SSCMIGGA	SSCMV_C	SSCMIGGA-SSCMV_C	Cytomegalovirus IgG Avidity	Cytomegalovirus Measurement	NCIT:C184672	http://purl.obolibrary.org/obo/NCIT_C184672	0.791	NCIT
SSCMIGM	SSCMV_A	SSCMIGM-SSCMV_A	Cytomegalovirus IgM	Cytomegaloviral Infection	NCIT:C53649	http://purl.obolibrary.org/obo/NCIT_C53649	0.916	NCIT
SSCMIGM	SSCMV_B	SSCMIGM-SSCMV_B	Cytomegalovirus IgM	Cytomegaloviral Infection	NCIT:C53649	http://purl.obolibrary.org/obo/NCIT_C53649	0.916	NCIT
